,ICAO,IATA,name,city,country,latitude_deg,latitude_min,"latitude,sec",latitude_dir,longitude_deg,longitude_min,longitude_sec,longitude_dir,altitude,latitude,longitude
0,AYGA,GKA,GOROKA,GOROKA,PAPUA NEW GUINEA,6,4,54,S,145,23,30,E,1610,-6.082,145.392
1,AYLA,LAE,,LAE,PAPUA NEW GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
2,AYMD,MAG,MADANG,MADANG,PAPUA NEW GUINEA,5,12,25,S,145,47,19,E,7,-5.207,145.789
3,AYMH,HGU,MOUNT HAGEN,MOUNT HAGEN,PAPUA NEW GUINEA,5,49,34,S,144,17,46,E,1643,-5.826,144.296
4,AYNZ,LAE,NADZAB,NADZAB,PAPUA NEW GUINEA,6,34,11,S,146,43,34,E,73,-6.57,146.726
5,AYPY,POM,PORT MORESBY JACKSONS INTERNATIONAL,PORT MORESBY,PAPUA NEW GUINEA,9,26,36,S,147,13,12,E,45,-9.443,147.22
6,AYRB,RAB,,RABAUL,PAPUA NEW GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
7,AYWK,WWK,WEWAK INTERNATIONAL,WEWAK,PAPUA NEW GUINEA,3,35,1,S,143,40,9,E,6,-3.584,143.669
8,BGAM,,,ANGMAGSSALIK,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
9,BGAS,,,ANGISSOQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
10,BGAT,,,APUTITEQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
11,BGBW,UAK,NARSARSUAQ,NARSSARSSUAQ,GREENLAND,61,9,40,N,45,25,39,W,35,61.161,-45.427
12,BGCH,JCH,,CHRISTIANSHAAB,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
13,BGCO,,NERLERIT INAAT CONSTABLE PYNT,NERLERIT INAAT,GREENLAND,70,44,22,N,22,38,45,W,14,70.739,-22.646
14,BGDB,,,DANEBORG,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
15,BGDH,,,DANMARKSHAVN,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
16,BGDU,,,DUNDAS,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
17,BGEM,JEG,,EGEDESMINDE,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
18,BGFD,,,FREDERIKSDAL,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
19,BGFH,JFR,,FREDERIKSHAAB,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
20,BGGD,JGR,,GRONNEDAL,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
21,BGGH,GOH,NUUK,GODTHAAB,GREENLAND,64,11,27,N,51,40,41,W,87,64.191,-51.678
22,BGGN,JGO,,GODHAVN,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
23,BGHB,JHS,,HOLSTEINSBORG,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
24,BGIS,,,ISORTOQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
25,BGIT,,,IVIGTUT,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
26,BGJH,JJU,,JULIANEHAAB,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
27,BGJN,JAV,JACOBSHAVN,JAKOBSHAVN,GREENLAND,69,14,0,N,51,4,0,W,34,69.233,-51.067
28,BGKD,,,KAP DAN,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
29,BGKK,KUS,KULUSUK,KULUSUK,GREENLAND,65,35,0,N,37,9,0,W,34,65.583,-37.15
30,BGKM,,,KUNGMIUT,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
31,BGKT,,,KAP TOBIN,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
32,BGMV,,,MESTERS VIG,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
33,BGNN,JNN,,NANORTALIK,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
34,BGNS,JNS,,NARSSAQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
35,BGOS,,,ORSSUIORSSUAQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
36,BGPC,,,PRINS CHRISTIAN SUND,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
37,BGRS,,,RAVNS STORO,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
38,BGSC,,,SCORESBYSUND,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
39,BGSF,SFJ,KANGERLUSSUAQ SONDRE STROMFJORD,SONDRESTROM,GREENLAND,67,1,1,N,50,41,21,W,51,67.017,-50.689
40,BGSG,,,SERMILIGAO,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
41,BGST,JSU,,SUKKERTOPPEN,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
42,BGTL,THU,THULE AIR BASE,THULE,GREENLAND,76,31,52,N,68,42,11,W,77,76.531,-68.703
43,BGTM,,,TINGMIARMIUT,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
44,BGTN,,,TINITEQILAQ,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
45,BGUM,,,UMANAK,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
46,BGUP,JUV,,UPERNAVIK,GREENLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
47,BIAR,AEY,AKUREYRI,AKUREYRI,ICELAND,65,39,35,N,18,4,21,W,2,65.66,-18.072
48,BIBL,,,BLONDUOS,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
49,BIDV,,,DJUOIVOGUR,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
50,BIEG,EGS,EGILSSTADIR,EGILSSTADIR,ICELAND,65,17,0,N,14,24,5,W,24,65.283,-14.401
51,BIFM,,,FAGURHOLSMYRI,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
52,BIGR,GRY,,GRIMSEY,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
53,BIHN,HFN,HORNAFJORDUR,HOFN,ICELAND,64,17,44,N,15,13,38,W,8,64.296,-15.227
54,BIHU,HZK,HUSAVIK,HUSAVIK,ICELAND,65,57,8,N,17,25,33,W,14,65.952,-17.426
55,BIIS,IFJ,ISAFJORDUR,ISAFJORDUR,ICELAND,66,3,29,N,23,8,7,W,3,66.058,-23.135
56,BIKF,KEF,KEFLAVIK NAS,KEFLAVIK,ICELAND,63,59,6,N,22,36,20,W,53,63.985,-22.606
57,BIKP,OPA,KOPASKER,KOPASKER,ICELAND,66,18,49,N,16,27,40,W,7,66.314,-16.461
58,BIKR,SAK,,SAUDARKROKUR,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
59,BINF,NOR,,NORDFJORDUR,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
60,BIPA,PFJ,PATREKSFJORDUR,PATREKSFJORDUR,ICELAND,65,33,21,N,23,57,54,W,4,65.556,-23.965
61,BIRG,RFN,,RAUFARHOFN,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
62,BIRK,RKV,REYKJAVIK,REYKJAVIK,ICELAND,64,7,48,N,21,56,26,W,15,64.13,-21.941
63,BISI,SIJ,SIGLUFJORDHUR,SIGLUFJORDUR,ICELAND,66,8,0,N,18,55,0,W,4,66.133,-18.917
64,BISS,,,SANDSKEID,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
65,BIST,,,STYKKISHOLMUR,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
66,BITE,TEY,,THINGEYRI,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
67,BITH,THO,,THORSHOFN,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
68,BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,ICELAND,63,25,27,N,20,16,43,W,100,63.424,-20.279
69,BIVO,VPN,,VOPNAFJORDUR,ICELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
70,BZGD,,,GODLEY,NEW ZEALAND,0,0,0,U,0,0,0,U,0,0.0,0.0
71,CUAP,,,ACTIVE PASS,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
72,CUHA,YQC,,QUAQTAQ,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
73,CUQC,,,STIRLING,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
74,CUUP,,,OTTAWA,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
75,CWBF,,,BATTLE HARBOUR,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
76,CWHJ,,,HOLBERG,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
77,CWMK,,,SIMCOE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
78,CWMN,,,MOUNT FOREST,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
79,CWOH,,,SAINTE AGATHE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
80,CWPC,,,PINCHER CREEK,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
81,CWPO,,,PILOT MOUNT,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
82,CWVA,,,BONAVISTA,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
83,CYAB,YAB,,ARCTIC BAY,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
84,CYAJ,,,KOMAKUK,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
85,CYAL,YAL,,ALERT BAY,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
86,CYAM,YAM,SAULT STE MARIE,SAULT SAINTE MARIE,CANADA,46,29,6,N,84,30,34,W,193,46.485,-84.509
87,CYAV,YAV,WINNIPEG ST ANDREWS,WINNIPEG,CANADA,50,3,23,N,97,1,57,W,232,50.056,-97.032
88,CYAW,YAW,SHEARWATER,HALIFAX,CANADA,44,38,23,N,63,29,58,W,51,44.64,-63.499
89,CYAY,YAY,ST ANTHONY,ST. ANTHONY,CANADA,51,23,30,N,56,5,4,W,29,51.392,-56.084
90,CYAZ,YAZ,TOFINO,TOFINO,CANADA,49,4,56,N,125,46,21,W,25,49.082,-125.772
91,CYBA,,,BANFF,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
92,CYBB,YBB,KUGAARUK,PELLY BAY,CANADA,68,32,4,N,89,48,29,W,18,68.534,-89.808
93,CYBC,YBC,BAIE COMEAU,BAIE COMEAU,CANADA,49,7,56,N,68,12,26,W,22,49.132,-68.207
94,CYBG,YBG,BAGOTVILLE,BAGOTVILLE,CANADA,48,19,50,N,70,59,47,W,160,48.331,-70.996
95,CYBK,YBK,BAKER LAKE,BAKER LAKE,CANADA,64,17,56,N,96,4,40,W,18,64.299,-96.078
96,CYBL,YBL,CAMPBELL RIVER,CAMPBELL RIVER,CANADA,49,57,3,N,125,16,15,W,106,49.951,-125.271
97,CYBR,YBR,BRANDON MUNI,BRANDON,CANADA,49,54,36,N,99,57,7,W,410,49.91,-99.952
98,CYBT,YBT,,BROCHET,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
99,CYCA,YRF,,CARTWRIGHT,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
100,CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,CANADA,69,6,29,N,105,8,18,W,28,69.108,-105.138
101,CYCD,YCD,NANAIMO,NANAIMO,CANADA,49,3,8,N,123,52,12,W,29,49.052,-123.87
102,CYCG,YCG,CASTLEGAR,CASTLEGAR,CANADA,49,17,47,N,117,37,57,W,495,49.296,-117.632
103,CYCH,YCH,MIRAMICHI,CHATHAM,CANADA,47,0,28,N,65,26,57,W,33,47.008,-65.449
104,CYCL,YCL,CHARLO,CHARLO,CANADA,47,59,26,N,66,19,53,W,41,47.991,-66.331
105,CYCO,YCO,KUGLUKTUK,COPPERMINE,CANADA,67,49,0,N,115,8,38,W,23,67.817,-115.144
106,CYCS,YCS,,CHESTERFIELD INLET,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
107,CYCT,YCT,CORONATION,CORONATION,CANADA,52,4,30,N,111,26,43,W,791,52.075,-111.445
108,CYCV,YCV,,MONTREAL,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
109,CYCW,YCW,CHILLIWACK,CHILLIWACK,CANADA,49,9,10,N,121,56,20,W,10,49.153,-121.939
110,CYCX,,,CAMP GAGETOWN,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
111,CYCY,YCY,CLYDE RIVER,CLYDE RIVER,CANADA,70,29,10,N,68,31,0,W,27,70.486,-68.517
112,CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,CANADA,50,19,55,N,115,52,25,W,811,50.332,-115.874
113,CYDA,YDA,DAWSON,DAWSON,CANADA,64,2,35,N,139,7,40,W,371,64.043,-139.128
114,CYDB,YDB,BURWASH,BURWASH,CANADA,61,22,16,N,139,2,26,W,807,61.371,-139.041
115,CYDC,YDC,PRINCETON,PRINCETON,CANADA,49,28,3,N,120,30,43,W,701,49.468,-120.512
116,CYDF,YDF,DEER LAKE,DEER LAKE,CANADA,49,12,39,N,57,23,29,W,22,49.211,-57.391
117,CYDL,YDL,DEASE LAKE,DEASE LAKE,CANADA,58,25,20,N,130,1,56,W,793,58.422,-130.032
118,CYDN,YDN,DAUPHIN BARKER,DAUPHIN,CANADA,51,6,3,N,100,3,9,W,305,51.101,-100.052
119,CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,CANADA,55,44,30,N,120,10,55,W,655,55.742,-120.182
120,CYDR,,,BROADVIEW,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
121,CYED,YED,EDMONTON NAMAO,EDMONTON,CANADA,53,40,0,N,113,28,0,W,0,53.667,-113.467
122,CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,CANADA,53,18,35,N,113,34,47,W,724,53.31,-113.58
123,CYEK,YEK,ARVIAT,ESKIMO POINT,CANADA,61,5,39,N,94,4,15,W,10,61.094,-94.071
124,CYEN,YEN,ESTEVAN,ESTEVAN,CANADA,49,12,37,N,102,57,57,W,581,49.21,-102.966
125,CYEP,,,ESTEVAN POINT,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
126,CYET,YET,EDSON,EDSON,CANADA,53,34,44,N,116,27,54,W,927,53.579,-116.465
127,CYEU,YEU,EUREKA,EUREKA,CANADA,79,59,41,N,85,48,48,W,79,79.995,-85.813
128,CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,CANADA,68,18,15,N,133,28,58,W,69,68.304,-133.483
129,CYFB,YFB,IQALUIT,IQALUIT,CANADA,63,45,23,N,68,33,21,W,34,63.756,-68.556
130,CYFC,YFC,FREDERICTON,FREDERICTON,CANADA,45,52,10,N,66,31,54,W,21,45.869,-66.532
131,CYFE,,FORESTVILLE,FORESTVILLE,CANADA,48,44,46,N,69,5,50,W,9,48.746,-69.097
132,CYFL,,,FORT RELIANCE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
133,CYFO,YFO,FLIN FLON,FLIN FLON,CANADA,54,40,41,N,101,40,54,W,304,54.678,-101.682
134,CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,CANADA,61,10,51,N,113,41,23,W,161,61.181,-113.69
135,CYFS,YFS,FORT SIMPSON,FORT SIMPSON,CANADA,61,45,37,N,121,14,12,W,170,61.76,-121.237
136,CYGA,,,GAGNON,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
137,CYGK,YGK,KINGSTON,KINGSTON,CANADA,44,13,31,N,76,35,49,W,93,44.225,-76.597
138,CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53,37,31,N,77,42,15,W,195,53.625,-77.704
139,CYGP,YGP,GASPE,GASPE,CANADA,48,46,31,N,64,28,43,W,33,48.775,-64.479
140,CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,CANADA,49,46,42,N,86,56,22,W,349,49.778,-86.939
141,CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,CANADA,47,25,29,N,61,46,41,W,11,47.425,-61.778
142,CYGT,YGT,,IGLOOLIK,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
143,CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55,17,0,N,77,46,0,W,20,55.283,-77.767
144,CYGX,YGX,GILLAM,GILLAM,CANADA,56,21,0,N,94,42,0,W,144,56.35,-94.7
145,CYGY,,,DECEPTION,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
146,CYGZ,YGZ,,GRISE FIORD,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
147,CYHB,YHB,HUDSON BAY,HUDSON BAY,CANADA,52,49,0,N,102,18,41,W,359,52.817,-102.311
148,CYHD,YHD,DRYDEN RGNL,DRYDEN,CANADA,49,49,54,N,92,44,39,W,413,49.832,-92.744
149,CYHE,,,HOPE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
150,CYHI,YHI,HOLMAN,HOLMAN ISLAND,CANADA,70,45,47,N,117,48,21,W,36,70.763,-117.806
151,CYHK,YHK,GJOA HAVEN,GJOA HAVEN,CANADA,68,38,8,N,95,50,59,W,47,68.636,-95.85
152,CYHM,YHM,HAMILTON,HAMILTON,CANADA,43,10,23,N,79,56,6,W,238,43.173,-79.935
153,CYHO,YHO,,HOPEDALE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
154,CYHU,YHU,ST HUBERT,MONTREAL,CANADA,45,31,3,N,73,25,1,W,28,45.517,-73.417
155,CYHY,YHY,HAY RIVER,HAY RIVER,CANADA,60,50,23,N,115,46,58,W,166,60.84,-115.783
156,CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,CANADA,44,52,51,N,63,30,31,W,146,44.881,-63.509
157,CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,CANADA,48,46,26,N,91,38,19,W,430,48.774,-91.639
158,CYIO,YIO,POND INLET,POND INLET,CANADA,72,41,0,N,77,58,0,W,56,72.683,-77.967
159,CYIV,YIV,,ISLAND LAKE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
160,CYJA,,,JASPER,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
161,CYJN,YJN,ST JEAN,ST. JEAN,CANADA,45,17,40,N,73,16,52,W,42,45.294,-73.281
162,CYJT,YJT,STEPHENVILLE,STEPHENVILLE,CANADA,48,32,39,N,58,33,0,W,26,48.544,-58.55
163,CYKA,YKA,KAMLOOPS,KAMLOOPS,CANADA,50,42,8,N,120,26,31,W,346,50.702,-120.442
164,CYKF,YKF,WATERLOO RGNL,WATERLOO,CANADA,43,27,32,N,80,23,4,W,317,43.459,-80.384
165,CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54,48,18,N,66,48,19,W,521,54.805,-66.805
166,CYKY,YKY,KINDERSLEY,KINDERSLEY,CANADA,51,31,3,N,109,10,51,W,695,51.517,-109.181
167,CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,CANADA,43,51,44,N,79,22,12,W,199,43.862,-79.37
168,CYLA,,,LANGARA,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
169,CYLC,YLC,,LAKE HARBOUR,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
170,CYLD,YLD,CHAPLEAU,CHAPLEAU,CANADA,47,49,12,N,83,20,47,W,447,47.82,-83.346
171,CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,CANADA,54,7,31,N,108,31,22,W,481,54.125,-108.523
172,CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,CANADA,53,18,33,N,110,4,21,W,669,53.309,-110.072
173,CYLO,,,SHILO,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
174,CYLT,YLT,ALERT,ALERT,CANADA,82,31,4,N,62,16,50,W,31,82.518,-62.281
175,CYLW,YLW,KELOWNA,KELOWNA,CANADA,49,57,22,N,119,22,40,W,430,49.956,-119.378
176,CYLY,,,LYTTON,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
177,CYMA,YMA,MAYO,MAYO,CANADA,63,37,0,N,135,52,0,W,504,63.617,-135.867
178,CYMD,,,MOULD BAY,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
179,CYMJ,YMJ,MOOSE JAW,MOOSE JAW,CANADA,50,19,49,N,105,33,33,W,577,50.33,-105.559
180,CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,CANADA,56,39,12,N,111,13,19,W,370,56.653,-111.222
181,CYMO,YMO,MOOSONEE,MOOSONEE,CANADA,51,17,28,N,80,36,28,W,10,51.291,-80.608
182,CYMR,,,MERRY ISLAND,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
183,CYMW,YMW,MANIWAKI,MANIWAKI,CANADA,46,16,28,N,75,59,24,W,201,46.274,-75.99
184,CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,CANADA,45,40,47,N,74,2,19,W,83,45.68,-74.039
185,CYNA,YNA,NATASHQUAN,NATASHQUAN,CANADA,50,11,23,N,61,47,21,W,11,50.19,-61.789
186,CYND,YND,GATINEAU,GATINEAU,CANADA,45,31,17,N,75,33,51,W,65,45.521,-75.564
187,CYNI,,,NITCHEQUON,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
188,CYNM,YNM,MATAGAMI,MATAGAMI,CANADA,49,45,42,N,77,48,10,W,280,49.762,-77.803
189,CYNY,,,ENDERBY,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
190,CYO,,,WYNYARD,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
191,CYOC,YOC,OLD CROW,OLD CROW,CANADA,67,34,14,N,139,50,21,W,252,67.571,-139.839
192,CYOD,YOD,COLD LAKE,COLD LAKE,CANADA,54,24,18,N,110,16,46,W,542,54.405,-110.279
193,CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,CANADA,58,37,17,N,117,9,53,W,339,58.621,-117.165
194,CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,CANADA,45,19,21,N,75,40,9,W,114,45.323,-75.669
195,CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,CANADA,53,12,51,N,105,40,22,W,429,53.214,-105.673
196,CYPE,YPE,PEACE RIVER,PEACE RIVER,CANADA,56,13,37,N,117,26,50,W,571,56.227,-117.447
197,CYPF,,,ESQUIMALT,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
198,CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,CANADA,49,54,10,N,98,16,29,W,270,49.903,-98.275
199,CYPH,YPH,,INUKJUAK,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
200,CYPK,,PITT MEADOWS,PITT MEADOWS,CANADA,49,12,58,N,122,42,36,W,4,49.216,-122.71
201,CYPL,YPL,PICKLE LAKE,PICKLE LAKE,CANADA,51,26,47,N,90,12,51,W,387,51.446,-90.214
202,CYPN,YPN,PORT MENIER,PORT MENIER,CANADA,49,50,11,N,64,17,19,W,51,49.836,-64.289
203,CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,CANADA,44,13,48,N,78,21,48,W,192,44.23,-78.363
204,CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,CANADA,54,17,10,N,130,26,41,W,36,54.286,-130.445
205,CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,CANADA,58,46,2,N,111,7,2,W,232,58.767,-111.117
206,CYQA,YQA,MUSKOKA,MUSKOKA,CANADA,44,58,29,N,79,18,12,W,282,44.975,-79.303
207,CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46,47,18,N,71,23,51,W,75,46.788,-71.398
208,CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,CANADA,52,10,43,N,113,53,35,W,905,52.179,-113.893
209,CYQG,YQG,WINDSOR,WINDSOR,CANADA,42,16,32,N,82,57,20,W,190,42.276,-82.956
210,CYQH,YQH,WATSON LAKE,WATSON LAKE,CANADA,60,7,4,N,128,49,19,W,688,60.118,-128.822
211,CYQK,YQK,KENORA,KENORA,CANADA,49,47,18,N,94,21,47,W,406,49.788,-94.363
212,CYQL,YQL,LETHBRIDGE,LETHBRIDGE,CANADA,49,37,49,N,112,47,59,W,929,49.63,-112.8
213,CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,CANADA,46,6,44,N,64,40,43,W,71,46.112,-64.679
214,CYQN,,NAKINA,NAKINA,CANADA,50,10,58,N,86,41,47,W,323,50.183,-86.696
215,CYQQ,YQQ,COMOX,COMOX,CANADA,49,42,39,N,124,53,12,W,26,49.711,-124.887
216,CYQR,YQR,REGINA INTERNATIONAL,REGINA,CANADA,50,25,55,N,104,39,57,W,578,50.432,-104.666
217,CYQT,YQT,THUNDER BAY,THUNDER BAY,CANADA,48,22,19,N,89,19,26,W,200,48.372,-89.324
218,CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,CANADA,55,10,47,N,118,53,6,W,670,55.18,-118.885
219,CYQV,YQV,YORKTON MUNI,YORKTON,CANADA,51,15,53,N,102,27,42,W,499,51.265,-102.462
220,CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,CANADA,52,46,9,N,108,14,37,W,549,52.769,-108.244
221,CYQX,YQX,GANDER INTERNATIONAL,GANDER,CANADA,48,56,13,N,54,34,5,W,152,48.937,-54.568
222,CYQY,YQY,SYDNEY,SYDNEY,CANADA,46,9,41,N,60,2,52,W,62,46.161,-60.048
223,CYQZ,YQZ,QUESNEL,QUESNEL,CANADA,53,1,34,N,122,30,36,W,546,53.026,-122.51
224,CYRB,YRB,RESOLUTE BAY,RESOLUTE,CANADA,74,43,1,N,94,58,10,W,66,74.717,-94.969
225,CYRI,YRI,RIVIERE DU LOUP,RIVIERE DU LOUP,CANADA,47,45,52,N,69,35,5,W,131,47.764,-69.585
226,CYRJ,YRJ,ROBERVAL,ROBERVAL,CANADA,48,31,12,N,72,15,56,W,179,48.52,-72.266
227,CYRM,YRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,CANADA,52,25,47,N,114,54,15,W,989,52.43,-114.904
228,CYRT,YRT,RANKIN INLET,RANKIN INLET,CANADA,62,48,41,N,92,6,57,W,29,62.811,-92.116
229,CYRW,,,TROIS RIVIERE,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
230,CYSA,,,SABLE ISLAND,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
231,CYSB,YSB,SUDBURY,SUDBURY,CANADA,46,37,30,N,80,47,56,W,348,46.625,-80.799
232,CYSC,YSC,SHERBROOKE,SHERBROOKE,CANADA,45,26,17,N,71,41,26,W,242,45.438,-71.691
233,CYSD,,,SUFFIELD,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
234,CYSF,YSF,,STONY RAPIDS,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
235,CYSJ,YSJ,SAINT JOHN,ST. JOHN,CANADA,45,18,58,N,65,53,25,W,109,45.316,-65.89
236,CYSK,YSK,,SANIKILUAQ,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
237,CYSM,YSM,FORT SMITH,FORT SMITH,CANADA,60,1,20,N,111,57,37,W,206,60.022,-111.96
238,CYSR,YSR,NANISIVIK,NANISIVIK,CANADA,72,58,56,N,84,36,49,W,642,72.982,-84.614
239,CYSS,,,SLATE ISLAND,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
